student,week,question_id,session_id,created_at,trigger_source,trigger_surface,question_type,error_source,error_code,error_severity,max_level_reached,cache_hit,helpful_rating,self_reported_outcome,post_confidence,help_latency_ms,edits_before_ask,recurring_error_count,recurring_concept_count,ms_since_previous_same_error,selection_line_count,selection_char_count,latency_ms,prompt_tokens,completion_tokens
S21,5,82db8c07-9ae5-4625-b00c-06e016fe0ea0,22047b48-d0fd-46b7-80af-97cd753b30cf,2030-04-02T07:11:31.108Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,,10798,4,0,0,,,,5427,1899,432
S21,5,3f518a19-7ccf-4f78-a48d-8d9c6f051587,22047b48-d0fd-46b7-80af-97cd753b30cf,2030-04-02T07:11:42.941Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,,10693,3,3,3,1811524339,,,5752,1476,617
S08,5,12d130a1-7d4d-413c-a0fc-5e9c2e1134af,d452329e-2bfa-4788-a738-553770990ec5,2030-04-02T07:11:50.536Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,1,,,56954,2,1,1,2417737811,,,5043,1928,614
S14,5,2484a746-af5c-4c80-921b-42b1012f5080,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T07:11:55.106Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,1,,still_stuck,no,15332,2,9,7,94494,,,,,
S05,5,acc76dcd-a868-4e8e-9d56-274e5b1a42d3,57edc4ec-dc40-480b-acc3-128316769c70,2030-04-02T07:14:19.843Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,,,,11360,2,4,4,599184212,,,2990,1722,671
S06,5,38c5c28e-323c-4903-9146-3065ff58e9af,6fbb8549-cce5-4d56-9ca3-6011b374f000,2030-04-02T07:15:15.485Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,2,0,1,,,10040,3,0,0,,,,6476,1237,612
S01,5,3d33fec7-fd4c-475c-bbdd-744e0545bea7,34ea7275-d41f-46d9-8fd8-862c55fa6dc5,2030-04-02T07:18:03.168Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,-1,,yes,35018,3,1,0,604801770,,,3565,1899,487
S23,5,3eab586a-474f-4163-9cac-62816e462aae,5a5a0323-02df-49e3-96be-40e92c00d1d1,2030-04-02T07:18:19.610Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,3,0,,,yes,73208,2,3,3,397766095,,,3131,1755,565
S24,5,63aa641f-0e85-4760-a49b-d7fc49882e60,e8a191d6-cf80-4dc6-9493-960783ec3b5e,2030-04-02T07:21:00.636Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,,maybe,119840,6,1,1,1210397959,,,6910,1479,553
S19,5,57a3a21d-e424-4a2e-b634-de3d451f3308,bb8df635-e664-40ab-b1bb-c8553157ab32,2030-04-02T07:24:10.074Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,-1,solved,,18873,2,0,0,,,,5060,1530,461
S18,5,40674d21-4e00-4c43-9a53-8b17616caaef,2d41d079-7b53-4959-9b2a-4d432ea79cd5,2030-04-02T07:24:25.872Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,,,,,0,0,,,,2340,1747,509
S16,5,66eb1a92-cc13-438b-bae5-9736c22aa4da,a1144e9f-9f5b-4821-aa5a-8e34f8d74b28,2030-04-02T07:24:58.445Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,1,,,450097,2,0,0,,,,3833,2198,616
S21,5,dd196edf-da5e-4070-9987-2504f195fe7f,22047b48-d0fd-46b7-80af-97cd753b30cf,2030-04-02T07:29:46.036Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,0,1,still_stuck,,46300,0,2,6,1205526117,,,3560,2012,529
S15,5,c25c475a-7299-41e3-9373-a58c47e1493f,5d5931c4-69bb-4759-97e2-f9094da5d78a,2030-04-02T07:31:31.073Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,,still_stuck,,16851,1,1,0,2418936763,,,3111,1771,596
S14,5,e04bfab5-1d99-48d6-a715-f1d7cdaa0273,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T07:32:13.843Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportCallIssue,error,0,0,1,,,54206,3,1,2,1208655687,,,2925,1952,426
S14,5,56c69b1d-79f5-4734-a0c6-5db5d804157a,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T07:32:34.070Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,1,,,9842,0,4,4,604036470,,,5086,1855,601
S12,5,d32c7a21-c4a5-4a84-83f4-5de501914ab8,0c08d69b-e191-4746-b35a-6cbad01f9698,2030-04-02T07:33:34.576Z,selection,selection_codelens,simpler_example,,,,0,0,,still_stuck,,,,0,0,,7,231,2704,1440,440
S24,5,1faae4b1-4231-4886-93d4-fba9b8ca1fb2,e8a191d6-cf80-4dc6-9493-960783ec3b5e,2030-04-02T07:33:41.691Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,,yes,76941,3,0,0,,,,8163,1668,559
S21,5,34834718-65ec-444c-8c79-3d3a3a5b183d,22047b48-d0fd-46b7-80af-97cd753b30cf,2030-04-02T07:35:17.387Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,,maybe,69776,4,4,4,1414446,,,2804,1516,529
S14,5,9c4834a5-7029-4cc2-8562-f4d2595a6c65,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T07:35:49.511Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,3,0,-1,still_stuck,,17874,0,1,1,911823511,,,5745,1705,526
S13,5,65184ec2-b9d9-4809-a16b-74ff593dca6a,b54e4dc0-f984-402e-a503-815d8bdc947f,2030-04-02T07:36:25.667Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,1,solved,yes,,,1,1,1815452493,,,7562,1578,561
S14,5,c2af6786-a288-4c77-80f5-89d71018b631,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T07:36:40.084Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportCallIssue,error,3,0,,solved,no,22678,4,1,3,605174605,,,8887,1948,531
S19,5,beaa0b03-978b-45b9-9c2a-82b16f7205f3,bb8df635-e664-40ab-b1bb-c8553157ab32,2030-04-02T07:36:55.808Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,solved,maybe,79743,1,1,1,1811491789,,,6475,1916,488
S14,5,65574f15-f05b-4591-81bf-f8b3077e466d,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T07:38:34.925Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportArgumentType,error,3,0,1,,,34194,5,5,8,913039391,,,3555,1529,446
S14,5,1cf83d99-85cc-4dd2-a95b-6d54c7e2d88e,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T07:39:43.716Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,3,1,,still_stuck,no,40726,1,4,4,606307334,,,,,
S05,5,cf61709e-028d-4163-b0ca-8bd3ce8e12a4,57edc4ec-dc40-480b-acc3-128316769c70,2030-04-02T07:39:52.202Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,1,,solved,yes,67943,1,3,3,474030133,,,,,
S17,5,d6a42979-594f-4811-9177-1533f32e0fc2,8d21021f-10f8-41c1-a4ed-e92a2c48ad68,2030-04-02T07:40:16.535Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,,maybe,89587,2,0,0,,,,4161,1728,555
S14,5,b33fea58-770a-49b7-80ec-faa7e4587954,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T07:40:46.849Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,still_stuck,no,59435,3,5,5,492779,,,5190,1779,556
S20,5,bf80af9b-b726-4549-b93e-5cd416b66765,6b1102b5-83d0-4a87-8087-fa719285b71a,2030-04-02T07:41:07.203Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,3,0,1,,,11203,1,2,2,1812914175,,,6382,1841,661
S06,5,5da5910e-288b-4363-b473-f2b3bb1eb822,6fbb8549-cce5-4d56-9ca3-6011b374f000,2030-04-02T07:41:10.010Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,solved,yes,9237,1,1,1,1554525,,,4658,1484,419
S24,5,560cc4ac-5200-4faa-8b60-e57cfeb6a425,e8a191d6-cf80-4dc6-9493-960783ec3b5e,2030-04-02T07:41:13.901Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,,yes,16899,1,0,0,,,,4106,2133,591
S24,5,e7fe0238-4fd2-4803-af4c-1ada131d93f1,e8a191d6-cf80-4dc6-9493-960783ec3b5e,2030-04-02T07:42:42.597Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,1,,,106253,4,2,2,1301961,,,4325,1478,490
S18,5,c5f3d223-33f5-450b-90a1-f78ed8c67bd1,2d41d079-7b53-4959-9b2a-4d432ea79cd5,2030-04-02T07:42:44.373Z,selection,sidebar_button,what_does_this_do,,,,0,0,,,,,,0,1,,,,2722,1572,595
S19,5,2785b6ac-a30d-4464-8f6e-e7a8066b64c4,bb8df635-e664-40ab-b1bb-c8553157ab32,2030-04-02T07:43:37.210Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,,no,8775,4,3,3,2417998256,,,4024,1773,498
S01,5,82b0db39-302e-4991-8c75-60615eccafb2,34ea7275-d41f-46d9-8fd8-862c55fa6dc5,2030-04-02T07:43:38.361Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,1,solved,yes,9682,1,0,0,,,,8239,1602,447
S08,5,aec15420-5999-48c8-baa5-baccbfb56da8,d452329e-2bfa-4788-a738-553770990ec5,2030-04-02T07:44:17.799Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,1,,yes,81359,6,1,2,1206839041,,,6561,1804,574
S10,5,d2be0176-7dc5-4846-a1f6-b11a9c6d3ce7,e599ed07-6c0f-4872-8d19-5ce3b2396e5d,2030-04-02T07:45:25.395Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,,solved,,21352,1,2,3,606408176,,,3245,1898,553
S14,5,ae3d8997-aad7-4a82-8634-70608a11acdf,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T07:46:41.127Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,1,solved,no,36327,4,6,6,354278,,,2405,1815,525
S06,5,fe508fda-7451-48a7-8c0b-d2bc33436fa5,6fbb8549-cce5-4d56-9ca3-6011b374f000,2030-04-02T07:48:13.108Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,still_stuck,,10909,4,1,1,1210903157,,,3398,1870,463
S21,5,3de89f3b-9788-4a28-8992-cd725ab473f0,22047b48-d0fd-46b7-80af-97cd753b30cf,2030-04-02T07:49:20.102Z,selection,sidebar_button,what_does_this_do,,,,3,0,,,no,,,0,0,,16,448,4625,1710,466
S04,5,7c428258-7b94-4b1a-bb4e-c33579614d95,29cdcfca-442e-4faa-8c7f-2b2a3b67a6b8,2030-04-02T07:50:33.571Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,,solved,yes,20063,2,0,0,,,,5379,1878,628
S12,5,b9dc195b-d682-4725-a749-9edb46f3eb52,0c08d69b-e191-4746-b35a-6cbad01f9698,2030-04-02T07:52:32.486Z,selection,selection_lightbulb,simpler_example,,,,2,0,,,yes,,,0,1,,3,66,5420,1580,569
S05,5,d13ad65d-8b34-4011-80aa-2db0bd980f5f,57edc4ec-dc40-480b-acc3-128316769c70,2030-04-02T07:54:10.396Z,selection,selection_codelens,simpler_example,,,,3,0,-1,,,,,0,0,,2,70,3854,1803,530
S23,5,8a39bf21-6e61-48ac-bcd4-5e5cf19dcd79,5a5a0323-02df-49e3-96be-40e92c00d1d1,2030-04-02T07:54:26.415Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,1,still_stuck,,19997,3,3,3,493773954,,,7023,1917,649
S18,5,83a73564-d1ac-49b0-b4a7-2149c092e264,2d41d079-7b53-4959-9b2a-4d432ea79cd5,2030-04-02T07:54:58.323Z,selection,selection_codelens,what_does_this_do,,,,0,0,1,solved,,,,0,2,,4,112,4185,1844,527
S10,5,946c1a38-8da9-4c55-8a3a-579255af8a79,e599ed07-6c0f-4872-8d19-5ce3b2396e5d,2030-04-02T07:55:48.299Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportCallIssue,error,0,1,1,solved,yes,193468,3,0,0,,,,,,
S19,5,811375cc-b055-4a06-ae10-8ae11944e960,bb8df635-e664-40ab-b1bb-c8553157ab32,2030-04-02T07:56:31.505Z,selection,selection_status_bar,simpler_example,,,,0,0,-1,solved,maybe,,,0,0,,4,116,4073,1755,624
S08,5,24d22cc8-a177-4e6f-a585-f2fa1c93d244,d452329e-2bfa-4788-a738-553770990ec5,2030-04-02T07:56:50.296Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,solved,,62478,3,0,0,,,,4058,1266,547
S09,5,1fea8c46-2586-46b5-ba31-d24eb968289e,bf2e3264-45f5-4148-a401-e845df37f1dd,2030-04-02T07:57:52.332Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,-1,solved,,9790,1,0,0,,,,3590,1786,532
S09,5,a428873e-ceed-4541-9176-e7e9757f7d84,bf2e3264-45f5-4148-a401-e845df37f1dd,2030-04-02T08:03:06.381Z,selection,selection_lightbulb,simpler_example,,,,0,0,,,,,,0,0,,5,145,4230,1515,610
S21,5,aac5837f-d3d9-47b7-b4cb-9b605cce1846,22047b48-d0fd-46b7-80af-97cd753b30cf,2030-04-02T08:06:24.513Z,selection,sidebar_button,what_does_this_do,,,,0,0,,,,,,0,1,,24,816,4551,2230,496
S24,5,b1260769-13ab-4058-ad9b-7bdd983f59ff,e8a191d6-cf80-4dc6-9493-960783ec3b5e,2030-04-02T08:07:12.626Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,,solved,no,24055,2,3,3,1470029,,,2410,1543,404
S23,5,9527e225-2793-468a-916e-f7c657257b32,5a5a0323-02df-49e3-96be-40e92c00d1d1,2030-04-02T08:07:37.571Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,-1,,,64598,3,4,4,2957961,,,1995,1709,513
S20,5,4d08b570-5db8-460b-8a8d-c01d7ec15d34,6b1102b5-83d0-4a87-8087-fa719285b71a,2030-04-02T08:08:41.224Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,1,solved,,53312,3,1,1,605355123,,,8430,1896,562
S14,5,394d1e66-9294-46be-a947-a0ae0ecef20a,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T08:08:45.128Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,-1,solved,no,14041,3,7,7,913346301,,,3298,1920,580
S20,5,074cc5a4-314e-4dbe-aad6-6c88d515385b,6b1102b5-83d0-4a87-8087-fa719285b71a,2030-04-02T08:08:52.601Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,1,still_stuck,,73294,4,3,4,1208675096,,,9188,1854,531
S14,5,7224cd6f-318f-4058-bc16-ca82e9625099,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T08:10:33.373Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,-1,solved,no,70979,2,2,2,2083862,,,3218,2033,454
S02,5,789a9852-9ed9-4feb-b7f8-e6f81e9647c8,131d9860-e941-4c67-afde-b188783f2e60,2030-04-02T08:11:25.172Z,selection,selection_codelens,simpler_example,,,,2,0,1,,,,,0,0,,2,62,3446,1619,702
S14,5,e42d1557-b8a6-4ef0-a59d-87fa0a251a73,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T08:14:22.684Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,still_stuck,,26757,1,8,8,337556,,,3388,1647,546
S23,5,5224499d-4ec8-4f42-af74-305f652c9b41,5a5a0323-02df-49e3-96be-40e92c00d1d1,2030-04-02T08:14:33.243Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,1,,,54198,2,4,4,495177389,,,4079,1244,481
S24,5,dc4f0820-68d0-45d6-923a-105a5de44a89,e8a191d6-cf80-4dc6-9493-960783ec3b5e,2030-04-02T08:17:31.648Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,-1,solved,maybe,121181,3,2,4,606065414,,,2254,1547,463
S21,5,64ed7fb5-36db-4d6b-ac41-91a4156ffa1d,22047b48-d0fd-46b7-80af-97cd753b30cf,2030-04-02T08:19:11.052Z,selection,selection_status_bar,what_does_this_do,,,,0,0,,,maybe,,,0,2,,34,952,3639,2044,539
S05,5,7444083c-9efe-42a0-bbf3-0a74a53b7a43,57edc4ec-dc40-480b-acc3-128316769c70,2030-04-02T08:22:05.038Z,selection,selection_lightbulb,what_does_this_do,,,,0,0,-1,solved,,,,0,1,,5,200,2723,1815,585
S02,5,42aae393-791d-4515-b68d-d7f8d6473320,131d9860-e941-4c67-afde-b188783f2e60,2030-04-02T08:22:28.948Z,selection,sidebar_button,what_does_this_do,,,,2,0,,solved,,,,0,1,,4,164,4468,1987,567
S14,5,17ba3eca-fc32-490f-b19f-676871be2a47,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T08:22:48.637Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,,,,7425,1,7,7,2167510,,,4334,1904,583
S07,5,418caaa5-f861-43c8-9e2a-a45c72985651,c238fa9f-8b84-40e5-80ac-fb37b8ce0593,2030-04-02T08:23:10.812Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,,,no,51843,3,0,0,,,,2746,1214,511
S21,5,7eadb5ab-75e3-4e1a-96d4-41f82ec491fe,22047b48-d0fd-46b7-80af-97cd753b30cf,2030-04-02T08:23:39.155Z,selection,sidebar_button,what_does_this_do,,,,0,1,,,,,,0,3,,4,88,,,
S17,5,bb856eca-81cd-443f-8fd2-d010eb9747a7,8d21021f-10f8-41c1-a4ed-e92a2c48ad68,2030-04-02T08:23:45.194Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportCallIssue,error,0,0,1,,,4453,2,0,0,,,,5782,2026,673
S24,5,68e723cf-81fe-49fb-b95d-c85fac7fb746,e8a191d6-cf80-4dc6-9493-960783ec3b5e,2030-04-02T08:26:35.096Z,selection,selection_codelens,whats_wrong,,,,0,0,1,,maybe,,,0,0,,1,22,2988,1587,577
S15,5,89c3e444-057f-4cf0-903e-3e55ea036044,5d5931c4-69bb-4759-97e2-f9094da5d78a,2030-04-02T08:27:07.536Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,-1,,maybe,57855,2,1,0,607264357,,,4421,2002,541
S07,5,d3c1149d-12cb-4a29-8a14-be58f0411935,c238fa9f-8b84-40e5-80ac-fb37b8ce0593,2030-04-02T08:27:40.007Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,solved,,,,0,0,,,,2388,1951,616
S14,5,a2bdb1c9-71bd-4890-bc11-4d6bc89094bf,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T08:27:57.578Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,3,0,1,,no,3553,2,2,4,3077494,,,3784,1665,499
S06,5,88cabb87-7d01-4380-aea5-f9907323a65c,6fbb8549-cce5-4d56-9ca3-6011b374f000,2030-04-02T08:28:26.262Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,1,1,,,54231,2,3,4,1814312936,,,,,
S23,5,52274438-a089-40e8-af46-1573262b84eb,5a5a0323-02df-49e3-96be-40e92c00d1d1,2030-04-02T08:28:52.594Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,,,133176,2,4,4,2066179,,,3361,1517,615
S14,5,f8f1bd30-466e-43f5-a7e3-f10d8b47bbd7,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T08:29:31.942Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,,,,,0,0,,5,105,3978,1813,512
S06,5,df7004ea-3cc5-477d-9f56-8ba67412e543,6fbb8549-cce5-4d56-9ca3-6011b374f000,2030-04-02T08:30:24.372Z,selection,selection_status_bar,free_text,,,,0,0,,,maybe,,,0,0,,4,120,4514,1697,598
S07,5,029a988b-1edc-43b0-b2b9-ade358a28388,c238fa9f-8b84-40e5-80ac-fb37b8ce0593,2030-04-02T08:31:11.135Z,selection,selection_keybinding,whats_wrong,,,,0,0,1,,,,,0,1,,2,72,4483,2107,468
S23,5,d26704f1-e759-4c97-8280-374a3e6ff447,5a5a0323-02df-49e3-96be-40e92c00d1d1,2030-04-02T08:31:26.109Z,selection,selection_lightbulb,simpler_example,,,,3,0,,,yes,,,0,0,,4,160,3891,1548,374
S10,5,b885bb3b-bcdb-4a89-8b06-b411c764c1bc,e599ed07-6c0f-4872-8d19-5ce3b2396e5d,2030-04-02T08:31:58.678Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,,still_stuck,,37350,3,0,0,,,,2411,1873,644
S14,5,115ed278-54e5-4d71-a559-e9e08f31b6f6,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T08:34:18.214Z,selection,selection_keybinding,whats_wrong,,,,3,0,,solved,,,,0,1,,12,504,6450,1862,694
S01,5,2f79970d-011b-4ad9-8ba4-3bfe62d1c9f3,34ea7275-d41f-46d9-8fd8-862c55fa6dc5,2030-04-02T08:35:07.333Z,selection,selection_status_bar,whats_wrong,,,,0,0,,,yes,,,0,0,,3,93,1972,1969,656
S23,5,73c04481-f6e2-4752-aeee-c7359b48ed13,5a5a0323-02df-49e3-96be-40e92c00d1d1,2030-04-02T08:35:15.553Z,selection,selection_codelens,whats_wrong,,,,0,0,1,still_stuck,yes,,,0,1,,6,168,3162,1590,455
S17,5,ca8bcde5-f3dd-4a60-884b-0eb2c3c97dfb,8d21021f-10f8-41c1-a4ed-e92a2c48ad68,2030-04-02T08:36:17.141Z,selection,sidebar_button,what_does_this_do,,,,0,0,,still_stuck,maybe,,,0,0,,,,6161,1982,589
S10,5,bb769bea-4fcd-49d0-836e-78d31f186e47,e599ed07-6c0f-4872-8d19-5ce3b2396e5d,2030-04-02T08:36:34.610Z,selection,selection_lightbulb,whats_wrong,,,,0,0,,,,,,0,0,,1,41,5791,1785,425
S19,5,ed74c34e-6f8f-4084-9ef9-c36a4c3f8a33,bb8df635-e664-40ab-b1bb-c8553157ab32,2030-04-02T08:36:40.115Z,selection,selection_status_bar,what_does_this_do,,,,2,0,1,,maybe,,,0,1,,4,112,7458,1496,719
S10,5,21821a3c-c350-4d09-ad7c-12ff16af087d,e599ed07-6c0f-4872-8d19-5ce3b2396e5d,2030-04-02T08:37:01.599Z,selection,selection_codelens,simpler_example,,,,0,0,1,,,,,0,1,,10,350,2462,1963,607
S17,5,67d6e07b-2c48-406d-907a-e7f43d97e195,8d21021f-10f8-41c1-a4ed-e92a2c48ad68,2030-04-02T08:37:46.250Z,selection,sidebar_button,what_does_this_do,,,,0,0,,solved,maybe,,,0,1,,4,112,5325,1795,644
S07,5,4b835ceb-5ee7-4b98-9ae8-23ae56f83172,c238fa9f-8b84-40e5-80ac-fb37b8ce0593,2030-04-02T08:38:33.378Z,selection,command_palette,what_does_this_do,,,,0,0,,,,,,0,2,,6,246,1615,1689,440
S25,5,b4b9977a-0663-499c-a540-a8e89f67cfdb,cdacf385-6ab7-43c2-b13f-41bcdf415e62,2030-04-02T08:39:13.636Z,selection,selection_codelens,what_does_this_do,,,,0,0,1,,,,,0,0,,4,144,3341,1648,665
S23,5,4f396841-e804-438c-adbe-63e84a1d719c,5a5a0323-02df-49e3-96be-40e92c00d1d1,2030-04-02T08:39:51.703Z,selection,selection_codelens,why_works,,,,0,1,,,yes,,,0,2,,29,1102,,,
S23,5,a1b363cd-4b8e-4353-9593-6dd461066b36,5a5a0323-02df-49e3-96be-40e92c00d1d1,2030-04-02T08:41:06.380Z,selection,selection_keybinding,what_does_this_do,,,,0,0,1,solved,yes,,,0,3,,2,82,4784,2113,468
S15,5,d45fa550-3c22-45b2-899a-4a4a4403ad35,5d5931c4-69bb-4759-97e2-f9094da5d78a,2030-04-02T08:41:09.966Z,selection,sidebar_button,what_does_this_do,,,,0,0,,solved,maybe,,,0,0,,,,2407,1613,538
S20,5,01e27d5e-1783-43c3-a7c5-abeefd184cec,6b1102b5-83d0-4a87-8087-fa719285b71a,2030-04-02T08:41:42.611Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,2,0,1,solved,,41578,3,2,2,605644304,,,2422,2090,615
S08,5,ba3d0483-be72-4d04-9aa3-579ee61ab38e,d452329e-2bfa-4788-a738-553770990ec5,2030-04-02T08:46:05.495Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,0,0,,,,17408,11,0,0,,,,3703,1761,715
S12,5,b4f3216d-774e-409b-9aef-53a69bc3c254,b7e41ff3-e545-42c2-a16e-d47e5fe7aba2,2030-04-03T14:44:40.582Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportOperatorIssue,error,2,0,,solved,,16713,1,0,0,,,,4732,1480,536
S12,5,ad1c7530-0a92-47e5-8cd3-7c4d22cc06da,b03ae243-bfd9-463a-b55c-054f5eb543d2,2030-04-03T14:54:13.116Z,selection,selection_codelens,why_works,,,,2,0,1,,yes,,,0,2,,4,144,4577,1998,573
S11,5,94322018-2599-489b-9d72-66fbc38a5a6a,6d754cce-be1d-4b7a-ab35-5ed71afc5c24,2030-04-03T18:53:19.913Z,selection,selection_keybinding,whats_wrong,,,,0,1,-1,,yes,,,0,0,,2,66,,,
S11,5,07f493fe-54d0-4b63-94cf-0d37139dc70a,6d754cce-be1d-4b7a-ab35-5ed71afc5c24,2030-04-03T19:03:44.074Z,selection,selection_status_bar,what_does_this_do,,,,0,0,,solved,yes,,,0,1,,40,1680,2208,1735,428
S10,5,2c0ac1f9-4e3c-432b-993f-7ba19dfb4950,b88d9852-9dc3-417d-9d51-531b85257724,2030-04-04T17:09:29.164Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,0,,solved,maybe,127037,1,1,1,1905545832,,,2788,2096,688
